variable,date,value1,value2,value3,value4,value5,value6
Transpiration3,20 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,21 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,21 Dec 1991, 0.00372,0.00406,0.00461,0.00716,0.00116,0.00000
Transpiration3,21 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,22 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,22 Dec 1991, 0.00855,0.00874,0.00986,0.01601,0.00302,0.00000
Transpiration3,22 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,23 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,23 Dec 1991, 0.01267,0.01521,0.01659,0.02814,0.00594,0.00000
Transpiration3,23 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,24 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,24 Dec 1991, 0.01609,0.02522,0.02729,0.04718,0.01077,0.00000
Transpiration3,24 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,25 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,25 Dec 1991, 0.02067,0.03914,0.04253,0.07412,0.01776,0.00000
Transpiration3,25 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,26 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,26 Dec 1991, 0.01252,0.04374,0.04946,0.08272,0.02076,0.00000
Transpiration3,26 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,27 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,27 Dec 1991, 0.00395,0.07540,0.08716,0.14241,0.03714,0.00000
Transpiration3,27 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,28 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,28 Dec 1991, 0.00000,0.05255,0.06218,0.09913,0.02689,0.00000
Transpiration3,28 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,29 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,29 Dec 1991, 0.00000,0.05274,0.06397,0.09937,0.02796,0.00000
Transpiration3,29 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,30 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,30 Dec 1991, 0.00000,0.04301,0.05328,0.08113,0.02359,0.00000
Transpiration3,30 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,31 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,31 Dec 1991, 0.00000,0.07015,0.08843,0.13255,0.03969,0.00000
Transpiration3,31 Dec 1991, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 1 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 1 Jan 1992, 0.15904,0.08510,0.06380,0.08155,0.02281,0.00000
Transpiration3, 1 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 2 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 2 Jan 1992, 0.18622,0.16307,0.13068,0.15802,0.04293,0.00000
Transpiration3, 2 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 3 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 3 Jan 1992, 0.10571,0.12327,0.11259,0.13900,0.04293,0.00000
Transpiration3, 3 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 4 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 4 Jan 1992, 0.10123,0.12059,0.12098,0.15742,0.05783,0.00000
Transpiration3, 4 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 5 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 5 Jan 1992, 0.08445,0.08024,0.08003,0.10747,0.04682,0.00000
Transpiration3, 5 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 6 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 6 Jan 1992, 0.24148,0.20996,0.19899,0.26599,0.13437,0.00000
Transpiration3, 6 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 7 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 7 Jan 1992, 0.13490,0.15468,0.15468,0.21203,0.12315,0.00000
Transpiration3, 7 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 8 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 8 Jan 1992, 0.13583,0.14955,0.17211,0.24881,0.16387,0.00000
Transpiration3, 8 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 9 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 9 Jan 1992, 0.17625,0.13665,0.13221,0.18947,0.13845,0.00000
Transpiration3, 9 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,10 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,10 Jan 1992, 0.18037,0.11128,0.08343,0.10022,0.07445,0.00000
Transpiration3,10 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,11 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,11 Jan 1992, 0.28272,0.24293,0.19671,0.21865,0.16042,0.00000
Transpiration3,11 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,12 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,12 Jan 1992, 0.24351,0.28955,0.26845,0.30317,0.22313,0.00000
Transpiration3,12 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,13 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,13 Jan 1992, 0.28515,0.40292,0.42540,0.51410,0.38833,0.00000
Transpiration3,13 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,14 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,14 Jan 1992, 0.19155,0.24885,0.31550,0.41820,0.33082,0.00000
Transpiration3,14 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,15 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,15 Jan 1992, 0.18351,0.22772,0.30759,0.45337,0.37616,0.00000
Transpiration3,15 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,16 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,16 Jan 1992, 0.17125,0.24092,0.31730,0.51085,0.44308,0.00000
Transpiration3,16 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,17 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,17 Jan 1992, 0.12851,0.24040,0.29829,0.51129,0.45974,0.00000
Transpiration3,17 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,18 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,18 Jan 1992, 0.07291,0.23722,0.27602,0.49558,0.45525,0.00000
Transpiration3,18 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,19 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,19 Jan 1992, 0.01652,0.28339,0.32602,0.59074,0.54825,0.00000
Transpiration3,19 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,20 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,20 Jan 1992, 0.00000,0.30861,0.37242,0.66498,0.60405,0.00000
Transpiration3,20 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,21 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,21 Jan 1992, 0.00000,0.28982,0.36516,0.64985,0.59185,0.00000
Transpiration3,21 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,22 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,22 Jan 1992, 0.00000,0.26368,0.34565,0.61567,0.56361,0.00000
Transpiration3,22 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,23 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,23 Jan 1992, 0.45135,0.28292,0.23308,0.38934,0.35853,0.00000
Transpiration3,23 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,24 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,24 Jan 1992, 0.12440,0.11235,0.09438,0.14243,0.13098,0.00000
Transpiration3,24 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,25 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,25 Jan 1992, 0.64577,0.35548,0.22884,0.26302,0.20336,0.00000
Transpiration3,25 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,26 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,26 Jan 1992, 0.48789,0.45151,0.34160,0.36845,0.25758,0.00000
Transpiration3,26 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,27 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,27 Jan 1992, 0.44955,0.53949,0.48721,0.55089,0.39219,0.00000
Transpiration3,27 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,28 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,28 Jan 1992, 0.38046,0.54954,0.56997,0.70672,0.52830,0.00000
Transpiration3,28 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,29 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,29 Jan 1992, 0.22528,0.29625,0.36547,0.50595,0.40058,0.00000
Transpiration3,29 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,30 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,30 Jan 1992, 0.18190,0.26100,0.32701,0.50232,0.41787,0.00000
Transpiration3,30 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1,31 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2,31 Jan 1992, 0.19369,0.36695,0.44206,0.73270,0.63532,0.00000
Transpiration3,31 Jan 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 1 Feb 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 1 Feb 1992, 0.37301,0.31047,0.33391,0.56981,0.51062,0.00000
Transpiration3, 1 Feb 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 2 Feb 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 2 Feb 1992, 0.37038,0.35156,0.38270,0.66173,0.59730,0.00000
Transpiration3, 2 Feb 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration1, 3 Feb 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
Transpiration2, 3 Feb 1992, 0.27398,0.33314,0.37817,0.65135,0.58877,0.00000
Transpiration3, 3 Feb 1992, 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
SW, 1 Aug 1990, 0.17000,0.19000,0.20000,0.23000,0.27000,0.29000
SW, 2 Aug 1990, 0.21103,0.20573,0.20507,0.22957,0.26902,0.29023
SW, 3 Aug 1990, 0.25693,0.23345,0.21862,0.23208,0.26876,0.29057
SW, 4 Aug 1990, 0.21633,0.23489,0.22822,0.23757,0.27094,0.29116
SW, 5 Aug 1990, 0.22655,0.23908,0.23539,0.24267,0.27377,0.29267
SW, 6 Aug 1990, 0.23216,0.24407,0.24185,0.24770,0.27710,0.29482
SW, 7 Aug 1990, 0.20150,0.23402,0.24084,0.24962,0.27932,0.29729
SW, 8 Aug 1990, 0.18392,0.22278,0.23694,0.25095,0.28158,0.29924
SW, 9 Aug 1990, 0.17519,0.21133,0.22961,0.24936,0.28228,0.30084
SW,10 Aug 1990, 0.17942,0.20597,0.22214,0.24536,0.28102,0.30165
SW,11 Aug 1990, 0.17044,0.19946,0.21544,0.24145,0.27918,0.30132
SW,12 Aug 1990, 0.16747,0.19111,0.20917,0.23746,0.27687,0.30019
SW,13 Aug 1990, 0.17689,0.19318,0.20484,0.23333,0.27395,0.29855
SW,14 Aug 1990, 0.17020,0.19202,0.20244,0.23091,0.27179,0.29646
SW,15 Aug 1990, 0.16724,0.19007,0.20009,0.22850,0.26961,0.29446
SW,16 Aug 1990, 0.17369,0.19127,0.19939,0.22781,0.26809,0.29204
SW,17 Aug 1990, 0.16734,0.18793,0.19815,0.22748,0.26564,0.29060
SW,18 Aug 1990, 0.16311,0.18509,0.19778,0.22577,0.26359,0.28973
SW,19 Aug 1990, 0.15800,0.18201,0.19657,0.22345,0.26127,0.28910
SW,20 Aug 1990, 0.17091,0.18507,0.19574,0.22154,0.25932,0.28845
SW,21 Aug 1990, 0.17695,0.18929,0.19582,0.21886,0.25692,0.28780
SW,22 Aug 1990, 0.16951,0.18962,0.19604,0.21652,0.25479,0.28715
SW,23 Aug 1990, 0.16988,0.18955,0.19617,0.21484,0.25313,0.28650
SW,24 Aug 1990, 0.16289,0.18417,0.19292,0.21154,0.25048,0.28585
SW,25 Aug 1990, 0.15587,0.17969,0.18999,0.20866,0.24818,0.28519
SW,26 Aug 1990, 0.16065,0.17648,0.18759,0.20635,0.24629,0.28454
SW,27 Aug 1990, 0.15385,0.17313,0.18496,0.20381,0.24430,0.28390
SW,28 Aug 1990, 0.14879,0.17078,0.18328,0.20225,0.24299,0.28326
SW,29 Aug 1990, 0.14164,0.16745,0.18052,0.19957,0.24094,0.28263
SW,30 Aug 1990, 0.14022,0.16521,0.17875,0.19789,0.23960,0.28201
SW,31 Aug 1990, 0.13877,0.16238,0.17619,0.19537,0.23768,0.28140
SW, 1 Sep 1990, 0.18176,0.17329,0.17616,0.19517,0.23740,0.28079
SW, 2 Sep 1990, 0.16801,0.17551,0.17485,0.19343,0.23603,0.28020
SW, 3 Sep 1990, 0.16980,0.17797,0.17321,0.19117,0.23429,0.27962
SW, 4 Sep 1990, 0.17498,0.18280,0.17204,0.18914,0.23271,0.27905
SW, 5 Sep 1990, 0.16391,0.17946,0.17073,0.18716,0.23116,0.27848
SW, 6 Sep 1990, 0.15595,0.17456,0.16924,0.18526,0.22966,0.27792
SW, 7 Sep 1990, 0.14890,0.17023,0.16769,0.18347,0.22824,0.27738
SW, 8 Sep 1990, 0.14223,0.16638,0.16613,0.18177,0.22688,0.27684
SW, 9 Sep 1990, 0.13608,0.16293,0.16459,0.18016,0.22558,0.27630
SW,10 Sep 1990, 0.12962,0.15983,0.16310,0.17864,0.22434,0.27578
SW,11 Sep 1990, 0.12271,0.15701,0.16167,0.17720,0.22316,0.27527
SW,12 Sep 1990, 0.11597,0.15446,0.16030,0.17584,0.22203,0.27476
SW,13 Sep 1990, 0.20751,0.18713,0.16023,0.17456,0.22095,0.27426
SW,14 Sep 1990, 0.21257,0.20249,0.17373,0.17355,0.21994,0.27377
SW,15 Sep 1990, 0.18631,0.20162,0.18506,0.17302,0.21916,0.27329
SW,16 Sep 1990, 0.16886,0.19505,0.18938,0.17240,0.21820,0.27281
SW,17 Sep 1990, 0.16449,0.18686,0.18793,0.17179,0.21728,0.27234
SW,18 Sep 1990, 0.15610,0.18115,0.18408,0.17112,0.21639,0.27188
SW,19 Sep 1990, 0.14833,0.17617,0.18054,0.17040,0.21555,0.27143
SW,20 Sep 1990, 0.14228,0.17178,0.17730,0.16967,0.21474,0.27099
SW,21 Sep 1990, 0.16864,0.17218,0.17448,0.16892,0.21396,0.27055
SW,22 Sep 1990, 0.15907,0.16886,0.17190,0.16818,0.21321,0.27011
SW,23 Sep 1990, 0.15072,0.16562,0.16951,0.16745,0.21249,0.26969
SW,24 Sep 1990, 0.14199,0.16251,0.16730,0.16673,0.21180,0.26927
SW,25 Sep 1990, 0.13571,0.15963,0.16526,0.16603,0.21113,0.26885
SW,26 Sep 1990, 0.13309,0.15703,0.16337,0.16536,0.21049,0.26845
SW,27 Sep 1990, 0.12659,0.15461,0.16162,0.16470,0.20988,0.26804
SW,28 Sep 1990, 0.11882,0.15237,0.16001,0.16407,0.20929,0.26765
SW,29 Sep 1990, 0.11166,0.15030,0.15851,0.16347,0.20872,0.26726
SW,30 Sep 1990, 0.10805,0.14841,0.15713,0.16288,0.20817,0.26687
SW, 1 Oct 1990, 0.10424,0.14669,0.15585,0.16233,0.20764,0.26649
SW, 2 Oct 1990, 0.09874,0.14509,0.15467,0.16179,0.20713,0.26611
SW, 3 Oct 1990, 0.09425,0.14359,0.15358,0.16129,0.20664,0.26574
SW, 4 Oct 1990, 0.09026,0.14218,0.15256,0.16080,0.20617,0.26538
SW, 5 Oct 1990, 0.08655,0.14086,0.15163,0.16034,0.20571,0.26502
SW, 6 Oct 1990, 0.13918,0.14022,0.15076,0.15990,0.20527,0.26466
SW, 7 Oct 1990, 0.13109,0.13953,0.14997,0.15948,0.20485,0.26431
SW, 8 Oct 1990, 0.12254,0.13876,0.14923,0.15908,0.20444,0.26396
SW, 9 Oct 1990, 0.19111,0.16082,0.14892,0.15870,0.20405,0.26362
SW,10 Oct 1990, 0.17259,0.16826,0.14887,0.15834,0.20367,0.26328
SW,11 Oct 1990, 0.20300,0.19064,0.15305,0.15803,0.20330,0.26294
SW,12 Oct 1990, 0.19057,0.19770,0.16352,0.15783,0.20295,0.26261
SW,13 Oct 1990, 0.17220,0.19320,0.16963,0.15771,0.20261,0.26228
SW,14 Oct 1990, 0.16153,0.18493,0.16988,0.15761,0.20228,0.26196
SW,15 Oct 1990, 0.15348,0.17881,0.16817,0.15749,0.20196,0.26164
SW,16 Oct 1990, 0.15645,0.17395,0.16641,0.15736,0.20165,0.26132
SW,17 Oct 1990, 0.14640,0.16958,0.16466,0.15721,0.20135,0.26101
SW,18 Oct 1990, 0.13613,0.16563,0.16297,0.15705,0.20107,0.26070
SW,19 Oct 1990, 0.13059,0.16212,0.16135,0.15688,0.20079,0.26040
SW,20 Oct 1990, 0.25457,0.20407,0.17437,0.15687,0.20052,0.26009
SW,21 Oct 1990, 0.21201,0.21309,0.19539,0.15731,0.20027,0.25979
SW,22 Oct 1990, 0.23950,0.23044,0.20999,0.16528,0.20003,0.25950
SW,23 Oct 1990, 0.19512,0.22391,0.21513,0.17599,0.19982,0.25920
SW,24 Oct 1990, 0.17344,0.20980,0.21237,0.18456,0.19966,0.25891
SW,25 Oct 1990, 0.16383,0.19354,0.20616,0.18895,0.19953,0.25863
SW,26 Oct 1990, 0.15379,0.18524,0.19918,0.18916,0.19941,0.25834
SW,27 Oct 1990, 0.14377,0.18030,0.19368,0.18717,0.19927,0.25806
SW,28 Oct 1990, 0.13362,0.17576,0.18893,0.18519,0.19913,0.25778
SW,29 Oct 1990, 0.12346,0.17163,0.18475,0.18327,0.19899,0.25751
SW,30 Oct 1990, 0.11484,0.16790,0.18103,0.18143,0.19883,0.25723
SW,31 Oct 1990, 0.11069,0.16453,0.17769,0.17966,0.19868,0.25696
SW, 1 Nov 1990, 0.10704,0.16147,0.17467,0.17799,0.19852,0.25669
SW, 2 Nov 1990, 0.10381,0.15869,0.17193,0.17640,0.19837,0.25643
SW, 3 Nov 1990, 0.09558,0.15608,0.16943,0.17490,0.19821,0.25617
SW, 4 Nov 1990, 0.09008,0.15364,0.16715,0.17349,0.19805,0.25591
SW, 5 Nov 1990, 0.20405,0.18587,0.16623,0.17217,0.19789,0.25565
SW, 6 Nov 1990, 0.17443,0.19046,0.16949,0.17099,0.19774,0.25539
SW, 7 Nov 1990, 0.16143,0.18418,0.16917,0.16989,0.19759,0.25514
SW, 8 Nov 1990, 0.15213,0.17816,0.16766,0.16885,0.19743,0.25489
SW, 9 Nov 1990, 0.14459,0.17304,0.16606,0.16787,0.19729,0.25464
SW,10 Nov 1990, 0.16256,0.17000,0.16450,0.16695,0.19714,0.25439
SW,11 Nov 1990, 0.16021,0.16736,0.16300,0.16607,0.19700,0.25415
SW,12 Nov 1990, 0.14844,0.16403,0.16154,0.16524,0.19685,0.25391
SW,13 Nov 1990, 0.13657,0.16083,0.16014,0.16446,0.19672,0.25367
SW,14 Nov 1990, 0.12518,0.15785,0.15879,0.16371,0.19658,0.25343
SW,15 Nov 1990, 0.12726,0.15524,0.15751,0.16301,0.19645,0.25319
SW,16 Nov 1990, 0.14823,0.15337,0.15632,0.16235,0.19632,0.25296
SW,17 Nov 1990, 0.13595,0.15143,0.15519,0.16172,0.19619,0.25273
SW,18 Nov 1990, 0.12519,0.14950,0.15414,0.16113,0.19607,0.25250
SW,19 Nov 1990, 0.11532,0.14767,0.15315,0.16057,0.19594,0.25227
SW,20 Nov 1990, 0.10573,0.14597,0.15222,0.16005,0.19583,0.25204
SW,21 Nov 1990, 0.09707,0.14437,0.15135,0.15955,0.19571,0.25182
SW,22 Nov 1990, 0.09233,0.14286,0.15054,0.15908,0.19560,0.25159
SW,23 Nov 1990, 0.08271,0.14140,0.14978,0.15864,0.19549,0.25137
SW,24 Nov 1990, 0.07372,0.13997,0.14907,0.15822,0.19538,0.25115
SW,25 Nov 1990, 0.06474,0.13860,0.14840,0.15783,0.19527,0.25094
SW,26 Nov 1990, 0.05563,0.13726,0.14778,0.15746,0.19517,0.25072
SW,27 Nov 1990, 0.04662,0.13596,0.14720,0.15711,0.19507,0.25051
SW,28 Nov 1990, 0.03762,0.13470,0.14665,0.15678,0.19497,0.25029
SW,29 Nov 1990, 0.02792,0.13348,0.14614,0.15647,0.19488,0.25008
SW,30 Nov 1990, 0.02302,0.13233,0.14566,0.15618,0.19478,0.24987
SW, 1 Dec 1990, 0.02299,0.13129,0.14521,0.15591,0.19469,0.24967
SW, 2 Dec 1990, 0.02297,0.13036,0.14479,0.15565,0.19460,0.24946
SW, 3 Dec 1990, 0.04358,0.13010,0.14440,0.15540,0.19452,0.24926
SW, 4 Dec 1990, 0.24665,0.18868,0.14547,0.15518,0.19443,0.24905
SW, 5 Dec 1990, 0.19662,0.20103,0.15921,0.15506,0.19435,0.24885
SW, 6 Dec 1990, 0.16799,0.19609,0.16826,0.15505,0.19427,0.24865
SW, 7 Dec 1990, 0.15458,0.18544,0.16946,0.15506,0.19419,0.24845
SW, 8 Dec 1990, 0.14162,0.17892,0.16778,0.15505,0.19412,0.24826
SW, 9 Dec 1990, 0.12922,0.17345,0.16602,0.15502,0.19404,0.24806
SW,10 Dec 1990, 0.11889,0.16878,0.16426,0.15497,0.19397,0.24787
SW,11 Dec 1990, 0.22077,0.19659,0.17131,0.15500,0.19390,0.24767
SW,12 Dec 1990, 0.18298,0.19962,0.18121,0.15519,0.19383,0.24748
SW,13 Dec 1990, 0.16419,0.19070,0.18435,0.15544,0.19376,0.24729
SW,14 Dec 1990, 0.15164,0.18357,0.18127,0.15562,0.19370,0.24710
SW,15 Dec 1990, 0.13920,0.17781,0.17803,0.15572,0.19364,0.24691
SW,16 Dec 1990, 0.12751,0.17285,0.17500,0.15577,0.19358,0.24673
SW,17 Dec 1990, 0.12018,0.16854,0.17218,0.15576,0.19352,0.24654
SW,18 Dec 1990, 0.11080,0.16475,0.16959,0.15573,0.19346,0.24636
SW,19 Dec 1990, 0.09972,0.16139,0.16720,0.15566,0.19340,0.24618
SW,20 Dec 1990, 0.10537,0.15840,0.16500,0.15557,0.19335,0.24600
SW,21 Dec 1990, 0.09421,0.15562,0.16299,0.15547,0.19329,0.24582
SW,22 Dec 1990, 0.08591,0.15301,0.16113,0.15535,0.19324,0.24564
SW,23 Dec 1990, 0.07865,0.15056,0.15943,0.15522,0.19319,0.24546
SW,24 Dec 1990, 0.06841,0.14823,0.15786,0.15509,0.19313,0.24528
SW,25 Dec 1990, 0.05842,0.14602,0.15641,0.15496,0.19308,0.24511
SW,26 Dec 1990, 0.04872,0.14392,0.15508,0.15482,0.19303,0.24493
SW,27 Dec 1990, 0.04132,0.14195,0.15385,0.15468,0.19298,0.24476
SW,28 Dec 1990, 0.03635,0.14012,0.15271,0.15454,0.19294,0.24459
SW,29 Dec 1990, 0.03109,0.13843,0.15167,0.15441,0.19289,0.24442
SW,30 Dec 1990, 0.02651,0.13685,0.15070,0.15427,0.19284,0.24425
SW,31 Dec 1990, 0.02312,0.13541,0.14981,0.15414,0.19280,0.24408
SW, 1 Jan 1991, 0.02308,0.13410,0.14899,0.15402,0.19275,0.24391
SW, 2 Jan 1991, 0.02304,0.13292,0.14823,0.15389,0.19271,0.24375
SW, 3 Jan 1991, 0.02301,0.13186,0.14753,0.15377,0.19267,0.24358
SW, 4 Jan 1991, 0.02298,0.13090,0.14689,0.15366,0.19263,0.24342
SW, 5 Jan 1991, 0.02290,0.13009,0.14630,0.15355,0.19258,0.24325
SW, 6 Jan 1991, 0.31481,0.21304,0.16666,0.15360,0.19254,0.24309
SW, 7 Jan 1991, 0.24823,0.23740,0.19823,0.15435,0.19257,0.24293
SW, 8 Jan 1991, 0.19982,0.23268,0.21335,0.16357,0.19258,0.24277
SW, 9 Jan 1991, 0.17676,0.21988,0.21680,0.17421,0.19264,0.24261
SW,10 Jan 1991, 0.16716,0.20168,0.21343,0.18276,0.19272,0.24245
SW,11 Jan 1991, 0.15670,0.19146,0.20704,0.18743,0.19282,0.24230
SW,12 Jan 1991, 0.15828,0.18612,0.20077,0.18854,0.19290,0.24214
SW,13 Jan 1991, 0.15170,0.18351,0.19721,0.18814,0.19301,0.24198
SW,14 Jan 1991, 0.14381,0.18117,0.19460,0.18762,0.19311,0.24183
SW,15 Jan 1991, 0.13229,0.17873,0.19210,0.18699,0.19321,0.24168
SW,16 Jan 1991, 0.12396,0.17675,0.19018,0.18653,0.19331,0.24153
SW,17 Jan 1991, 0.11350,0.17495,0.18846,0.18610,0.19341,0.24137
SW,18 Jan 1991, 0.10959,0.17364,0.18728,0.18592,0.19352,0.24122
SW,19 Jan 1991, 0.09935,0.17215,0.18592,0.18556,0.19362,0.24108
SW,20 Jan 1991, 0.08876,0.17038,0.18446,0.18507,0.19371,0.24093
SW,21 Jan 1991, 0.07959,0.16849,0.18304,0.18455,0.19379,0.24078
