Date       Tmax    Tmin    Rain    Evap    Radn    VP      RHmaxT  RHminT
 18/08/2012    12.2     1.5       0     1.6    11.9       7    49.3     100
 19/08/2012    13.4      -2       0     1.6    13.5     7.6    49.5     100
 20/08/2012    12.1    -2.2       0     1.5    15.2     6.2    43.9     100
 21/08/2012    14.6    -2.6       0     2.3    16.4     6.9    41.5     100
 22/08/2012    19.1    -2.4     3.9     1.3    13.2     6.8    30.8     100
 23/08/2012    12.7     4.8    13.3       2     6.3    11.3      77     100
 24/08/2012       9     3.2       2     1.6    11.8     6.2      54    80.7
 25/08/2012      12     2.7       0       2    15.9     6.5    46.4    87.7
 26/08/2012    14.2     1.3       0     2.1    16.4     7.4    45.7     100
 27/08/2012    14.7    -4.3       0     1.9    18.1     6.4    38.3     100
 28/08/2012    15.6    -5.1       0     1.8    13.9     6.5    36.7     100
 29/08/2012    16.3    -2.2       0     1.9    11.9     7.8    42.1     100
 30/08/2012    12.5     2.2       0     3.4    15.4     6.1    42.1    85.3
 31/08/2012      11     0.9     0.4     1.9    13.3     6.1    46.5    93.6
  1/09/2012    13.9      -6       0     2.2    17.1       6    37.8     100
  2/09/2012    16.7    -4.7       0     2.6    19.1     6.5    34.2     100
  3/09/2012    19.9    -3.7       0     2.5    18.2     6.7    28.8     100
  4/09/2012    20.6    -0.8       0     3.2    18.4     7.5    30.9     100
  5/09/2012    22.4    -1.5     1.3     5.5    17.2     6.2    22.9     100
  6/09/2012    16.8     8.1       0     4.3    16.3     7.8    40.8    72.3
  7/09/2012    11.3     6.1     0.7     1.6    15.6     7.3    54.6    77.6
  8/09/2012    14.4     6.2       0     3.2    16.2    11.1    67.7     100
  9/09/2012    18.2     1.5       0     2.9    19.9     7.5    35.9     100
 10/09/2012    19.7      -2       0       3      18     7.9    34.4     100
 11/09/2012    18.4      -1       0     2.8    18.4     8.4    39.7     100
 12/09/2012    20.2       1       0     3.7      21    10.2    43.1     100
 13/09/2012    13.7     1.8       4     1.4    10.8     8.3      53     100
 14/09/2012    15.1    -2.2       0     1.9      20     7.2      42     100
 15/09/2012    17.4    -2.7       0     3.6    19.7     7.2    36.3     100
 16/09/2012    18.1     0.5       0     2.8      16     8.7    41.9     100
 17/09/2012    17.1       5       0     2.2    12.3     9.7    49.8     100
 18/09/2012    19.7     5.7     2.9     2.7    15.2    10.2    44.5     100
 19/09/2012      18     3.1       0     2.6      19    10.4    50.4     100
 20/09/2012    20.5     7.9     2.2     2.9    18.3    11.3    46.9     100
 21/09/2012    19.3     5.6       0     4.1    19.5    11.4    50.9     100
 22/09/2012      20     0.8       0     3.6    21.5     9.4    40.2     100
 23/09/2012    22.2     0.6       0     5.5    22.5     9.2    34.4     100
 24/09/2012    16.3    -1.2       0     4.4    22.8     5.4    29.2    96.5
 25/09/2012    18.3    -2.5       0     3.4    21.6     7.3    34.7     100
 26/09/2012    20.3     7.9       0     3.6    21.1    10.7    44.9     100
 27/09/2012    23.5     3.5     0.9       4    15.2    10.1    34.9     100
 28/09/2012    18.2    10.5    24.7     2.5       6    12.9    61.8     100
 29/09/2012    12.1     8.3     0.9     4.5    20.8     7.1    50.3    64.9
 30/09/2012      14     2.7       0     2.7    21.8     5.7    35.7    76.9
  1/10/2012    18.2      -2       0     2.3    22.2    10.4    49.8     100
  2/10/2012    21.2    -0.1       0     3.4    23.4     8.9    35.4     100
  3/10/2012    23.9     0.7       0     3.9    23.1    10.2    34.4     100
  4/10/2012    24.9     2.8       0     6.3    24.2     9.7    30.8     100
  5/10/2012    27.2     6.3       0     7.7    22.5     8.8    24.4    92.2
  6/10/2012    14.6      11     5.6     0.3     7.8    12.5    75.3    95.3
  7/10/2012    17.2     0.6       0     4.2    23.8     6.1    31.1    95.6
  8/10/2012    16.4     4.7       0     2.8    16.8     8.4    45.1    98.4
  9/10/2012      16     4.2       0     2.4    22.5     8.3    45.7     100
 10/10/2012    17.6     0.7    22.9     4.1    22.3     8.7    43.3     100
 11/10/2012     9.1     5.3    33.1     1.7     8.4     8.7    75.3    97.7
 12/10/2012    14.8     2.3       0       2      16     8.1    48.1     100
 13/10/2012    14.8     0.7     2.4     2.3    22.9     7.7    45.8     100
 14/10/2012    18.6     1.8       0     2.5      24     9.7    45.3     100
 15/10/2012    23.7     1.3       0     4.7    25.3     9.7    33.1     100
 16/10/2012    24.5     6.8       0     4.4    21.2     9.1    29.6    92.1
 17/10/2012    21.7     8.9       0       6    25.8     7.7    29.7    67.6
 18/10/2012    21.9     4.1       0     3.3    22.9    10.5      40     100
 19/10/2012      26     4.6       0     4.4    24.5    11.3    33.6     100
 20/10/2012    25.8     5.8       0     8.2    25.5    12.1    36.4     100
 21/10/2012      22     4.9       0     4.4    22.6     9.3    35.2     100
 22/10/2012    15.8     2.8       0     5.6    25.7     5.8    32.3    77.7
 23/10/2012    19.5     0.2       0     3.8    25.2     7.8    34.4     100
 24/10/2012    22.9     0.7       0     3.7    27.7     9.2      33     100
 25/10/2012    26.6     4.8       0     5.3    26.9    10.4    29.9     100
 26/10/2012    20.9       4       0     5.1    21.9     9.7    39.3     100
 27/10/2012    19.5     1.4       0     6.4      27     7.1    31.3     100
 28/10/2012    20.9     3.5       0     4.6      26       9    36.4     100
 29/10/2012    23.6       6       0     4.8      26    10.9    37.4     100
 30/10/2012      26       6     1.5     4.9    23.9    12.2    36.3     100
 31/10/2012    28.8     6.1       0       6    26.7    13.4    33.8     100
  1/11/2012    23.6     8.7       0     4.7    16.5    12.2    41.9     100
  2/11/2012    21.6     1.4       0     5.7    26.8     6.4    24.8    94.7
  3/11/2012    18.4     8.7       0     2.5    12.9     9.9    46.8    88.1
  4/11/2012    25.5     7.1       0     4.6    26.4    11.2    34.3     100
  5/11/2012    29.5     8.1       0       6    21.3    14.3    34.7     100
  6/11/2012    29.4    13.7     8.7     1.3    13.7    14.6    35.6    93.2
  7/11/2012    19.1    16.1     8.6     2.6     7.4    18.2    82.4    99.5
  8/11/2012    24.7    11.5     0.3     4.7    20.4    15.7    50.5     100
  9/11/2012    22.2    10.1       0     6.7    26.3    14.6    54.6     100
 10/11/2012    19.3     7.2       0     4.4    27.8     8.1    36.2    79.8
 11/11/2012    21.4     2.7       0     5.3    28.7     9.4    36.9     100
 12/11/2012    25.9       4       0     5.7    26.2    10.9    32.6     100
 13/11/2012      26     8.1       0     6.1      26    10.5    31.2    97.3
 14/11/2012    22.5     9.3       0     4.1    20.8    11.4    41.8    97.4
 15/11/2012    25.7    10.7       0       6    20.8      13    39.4     100
 16/11/2012    23.4    11.2     1.4     4.3    17.7    10.4    36.1    78.2
 17/11/2012    22.3     8.2       0     4.7    22.1    11.4    42.4     100
 18/11/2012    21.9    10.2       0     5.4    25.4    11.3      43    90.9
 19/11/2012    20.1     4.4       0     3.8      21     9.6    40.8     100
 20/11/2012    22.2     4.6       0     5.3    27.5     9.8    36.6     100
 21/11/2012    28.8     5.5       0     6.3      23    11.7    29.6     100
 22/11/2012    22.2    12.1       0     4.8    21.7    12.2    45.6    86.5
 23/11/2012    26.6     8.9       0     5.4      29    10.9    31.3    95.7
 24/11/2012    29.9     8.6       0     7.7    28.3      12    28.4     100
 25/11/2012    33.4     9.5       0     8.5    28.3    11.9    23.1     100
 26/11/2012    31.3    10.3       0     4.7    16.2    14.4    31.5     100
 27/11/2012    27.9    12.4     9.9       4    11.9      16    42.6     100
 28/11/2012    25.3    14.4       0     4.1    16.2      17    52.7     100
 29/11/2012    33.9    16.3       0       6    28.2    18.3    34.6    98.8
 30/11/2012    34.8    17.9     0.2     5.5    15.1    19.4    34.9    94.6
  1/12/2012    30.8    17.6       0     6.4    15.4    20.4    45.9     100
  2/12/2012    29.2    17.2       0     4.6    23.5    17.9    44.2    91.3
  3/12/2012    26.8    13.1       0     6.1    29.1    13.5    38.3    89.6
  4/12/2012    20.7    10.7       0       7    30.1     7.8      32    60.7
  5/12/2012    20.4     7.9       0       7    28.4       7    29.2    65.7
  6/12/2012    24.9     1.5       0     5.9    32.7     7.2    22.9     100
  7/12/2012    23.5     5.7       0     2.9    18.4      11      38     100
  8/12/2012    31.3    10.1       0     6.8    30.3    12.9    28.2     100
  9/12/2012    27.8    12.7       0     8.5    19.2    15.2    40.7     100
 10/12/2012    18.5    11.5       0     4.5    12.4      10      47    73.7
 11/12/2012    22.1    11.3       0     6.5    25.5    10.2    38.4    76.2
 12/12/2012    28.4    11.8       0     5.5      28    13.9    35.9     100
 13/12/2012    31.9    10.6       0     7.4      31    11.5    24.3      90
 14/12/2012    29.5    12.7     1.3     2.6    11.7    12.1    29.4    82.4
 15/12/2012    25.5    17.4     3.8     2.4     9.1    16.4    50.3    82.6
 16/12/2012    28.2    14.1       0     5.4    26.2    17.7    46.3     100
 17/12/2012    23.9    13.5       0     4.2    23.9    12.9    43.5    83.4
 18/12/2012    29.5     9.3       0     7.7    32.1    13.3    32.3     100
 19/12/2012    33.9    10.3       0     9.2    31.1    15.1    28.5     100
 20/12/2012    28.5    14.6     0.7     6.4    23.4    11.8    30.3    71.1
 21/12/2012    29.1    13.2       0     6.6    28.8    12.4    30.8    81.8
 22/12/2012    32.9    14.9       0     7.4    29.9      15      30    88.6
 23/12/2012      34      16    23.7     8.3    28.2    19.1    35.9     100
 24/12/2012      34    16.7     7.2     7.1    22.1    18.9    35.5    99.5
 25/12/2012    18.1    16.2     0.9     3.2    13.8    13.9      67    75.5
 26/12/2012    21.9    11.9       0       5    21.9    11.5    43.8    82.6
 27/12/2012    27.2     5.1       0     5.8      28    10.8    29.9     100
 28/12/2012    28.8     9.8       0     8.8    30.3      11    27.8    90.9
 29/12/2012    31.3     8.5       0     9.2    31.3    12.8      28     100
 30/12/2012    26.5    11.8       0     5.6    25.1    12.8      37    92.5
 31/12/2012    32.2    14.6       0     7.7    31.4      16    33.3    96.3
  1/01/2013    32.6     8.7       0    10.7    29.2     8.8    17.9    78.3
  2/01/2013    31.1    11.2       0       8    24.7    13.7    30.3     100
  3/01/2013    31.9    12.4       0     7.6    31.3    12.2    25.8    84.8
  4/01/2013    36.6    11.3       0     9.7    32.2    12.9      21    96.4
  5/01/2013      40    15.1     9.4     9.8    30.2    14.6    19.8    85.1
  6/01/2013    37.6    16.5     0.7     8.8    29.2    16.4    25.3    87.4
  7/01/2013    35.8    15.7     0.2     9.5    29.6    16.5    28.1    92.6
  8/01/2013    37.9    17.8       0    12.2    29.1    10.9    16.5    53.5
  9/01/2013    25.8    15.4       0       9    30.9     9.5    28.6    54.3
 10/01/2013    29.6    10.7       0     6.8      30    11.8    28.5    91.8
 11/01/2013    35.7    12.3       0    10.2    30.1    16.1    27.5     100
 12/01/2013    37.7    13.7       0     8.2    17.8    12.9    19.8    82.3
 13/01/2013    27.6    17.3     4.4     3.6      12    16.3    44.1    82.6
 14/01/2013    22.7     8.3       0     6.9    29.8       8      29    73.1
 15/01/2013    28.7       6       0     7.1      31    10.5    26.7     100
 16/01/2013    34.1    10.2       0     7.6    25.7    14.2    26.5     100
 17/01/2013    36.9    11.5       0    10.7    30.4    15.3    24.5     100
 18/01/2013    41.1    13.7       0    14.4    29.6    12.8    16.4    81.7
 19/01/2013    25.6    16.9       0     4.5    13.2    16.6    50.6    86.3
 20/01/2013    29.5    14.1       0     6.6    23.8    13.8    33.5    85.8
 21/01/2013    34.6    16.1       0     7.6    25.7    16.4    29.8    89.7
 22/01/2013    35.4    14.8       0     7.9      28    17.8      31     100
 23/01/2013    28.5    14.9       0     7.5    24.9    15.3    39.3    90.4
 24/01/2013      32    15.5       0     7.7    26.6    14.8    31.1    84.1
 25/01/2013    33.1    13.1       0     9.9    23.5    15.6    30.8     100
 26/01/2013    33.5    20.3    44.1     8.2    22.6    19.1    36.9    80.2
 27/01/2013      30    16.9     0.4       5    26.6    20.2    47.6     100
 28/01/2013    25.6    18.3    15.5     3.5    10.2    20.4    62.2      97
 29/01/2013    26.1    16.6       0       6    18.2    18.3    54.1    96.9
 30/01/2013    28.8    16.1       0     7.3    25.8    15.7    39.7    85.9
 31/01/2013    30.9    14.2       0     9.6    29.9    17.9    40.1     100
  1/02/2013    22.7    10.5     2.8     4.2    16.3    13.4    48.6     100
  2/02/2013    20.7    10.4       0     5.1    17.5     8.9    36.5    70.6
  3/02/2013    24.6     6.5       0       5    21.3    10.8    34.9     100
  4/02/2013    26.5      13       0     6.6    22.4      15    43.3     100
  5/02/2013    27.4    12.1       0     5.4      26      13    35.6    92.1
  6/02/2013    29.1    12.9       0     6.5    27.8    14.5      36    97.5
  7/02/2013    33.1    11.7       0     8.5    28.3    15.8    31.2     100
  8/02/2013    35.1    12.6       0     9.1    27.7    14.6    25.8     100
  9/02/2013    35.2      16       0     8.6    22.3    14.9    26.2      82
 10/02/2013    31.2      14     2.9     5.5    24.2      16    35.2     100
 11/02/2013    21.6    14.1       0     3.5      16      14    54.3    87.1
 12/02/2013    26.6    13.1       0     5.7    20.8    13.8    39.6    91.6
 13/02/2013    25.5     8.8       0       6    26.3    12.9    39.5     100
 14/02/2013    28.3    10.8     0.9     5.1      26    13.7    35.6     100
 15/02/2013    27.5    13.4       0     5.7      24    16.2    44.1     100
 16/02/2013    26.7    12.3       0       5    22.7    14.9    42.5     100
 17/02/2013    27.5    15.6       0     5.4    24.1    14.2    38.7    80.2
 18/02/2013      28     9.9       0     5.3    27.1      14      37     100
 19/02/2013    31.5     9.2     0.2     6.3    26.1    14.7    31.8     100
 20/02/2013    27.2      12       0     5.2      17      17    47.1     100
 21/02/2013    27.4    11.9       0     5.1    23.1    16.1    44.1     100
 22/02/2013    25.5    14.7     2.4       5      18    15.4    47.2    92.1
 23/02/2013    23.2    14.9     7.9     3.4      10    17.6    61.9     100
 24/02/2013    25.5    16.8     6.5     1.9     9.6    20.5    62.8     100
 25/02/2013    32.1    15.8       0       6    23.8      21    43.9     100
 26/02/2013    27.2    16.7     1.6       3    16.3    19.7    54.6     100
 27/02/2013    24.1    18.5     4.7     0.8     6.5    21.8    72.6     100
 28/02/2013    19.8    18.8    12.6     2.7     6.8    21.1    91.4    97.3
  1/03/2013    19.3    11.9       0     6.5    14.8    10.8    48.3    77.6
  2/03/2013    17.9      11       0     3.3    14.8     9.6    46.8    73.2
  3/03/2013    23.1    12.8       0     4.1      16    13.4    47.4    90.7
  4/03/2013    24.5     9.4       0     5.5      24    13.2    42.9     100
  5/03/2013    26.2    11.4       0     4.8      24    13.6      40     100
  6/03/2013    27.8     8.4       0     4.8    24.4    14.5    38.8     100
  7/03/2013      31    10.2       0     5.4    24.6    15.4    34.3     100
  8/03/2013      27     9.8       0     5.2    22.9    15.2    42.6     100
  9/03/2013    28.4    10.5       0     4.2    20.1    15.7    40.6     100
 10/03/2013    31.7    12.3       0     4.5    19.8    16.7    35.7     100
 11/03/2013    27.9    13.5       0     4.2    23.1    16.8    44.7     100
 12/03/2013    28.8    12.9       0     4.4    23.3    16.5    41.7     100
